x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.5445445775985718,0.7074323892593384,-7.785217235323216e-07,0.46007245779037476,0.6978092193603516,-0.021282220259308815,0.38080233335494995,0.6290711164474487,-0.030321380123496056,0.34245187044143677,0.5550365447998047,-0.04126380756497383,0.33743995428085327,0.48418471217155457,-0.043133433908224106,0.41814476251602173,0.4909740388393402,0.004151429980993271,0.3744142949581146,0.46395543217658997,-0.034248124808073044,0.4016540050506592,0.555270791053772,-0.0473087877035141,0.42292875051498413,0.5579150319099426,-0.05191675201058388,0.4657543897628784,0.4752947986125946,-0.0024791620671749115,0.4175094664096832,0.4376629590988159,-0.046161361038684845,0.43942975997924805,0.5429763793945312,-0.04382757097482681,0.46375367045402527,0.5363785624504089,-0.02965477481484413,0.516961395740509,0.46564263105392456,-0.01753689907491207,0.47258177399635315,0.43365079164505005,-0.05820877477526665,0.4891675114631653,0.5389713644981384,-0.031841155141592026,0.5116828680038452,0.5314876437187195,-0.002696235664188862,0.5741565227508545,0.4621615707874298,-0.035783398896455765,0.5359485745429993,0.43740206956863403,-0.05307045951485634,0.5362483263015747,0.5135366320610046,-0.031900208443403244,0.5524490475654602,0.5169341564178467,-0.01004291046410799,Rock
0.488776296377182,0.6584030389785767,-7.850510428397683e-07,0.4066598415374756,0.646728515625,-0.016942929476499557,0.3317316174507141,0.5807411670684814,-0.024795161560177803,0.2984667420387268,0.5107066631317139,-0.03559959679841995,0.2956908345222473,0.4476863145828247,-0.03881114348769188,0.3761264383792877,0.44955798983573914,0.0030430848710238934,0.3307182490825653,0.4244137406349182,-0.03548290207982063,0.3558725416660309,0.5116408467292786,-0.04938880354166031,0.37835490703582764,0.5176672339439392,-0.054289236664772034,0.4209056794643402,0.43628600239753723,-0.004504664335399866,0.3719426393508911,0.40094977617263794,-0.047922905534505844,0.3932713270187378,0.506561815738678,-0.04631363973021507,0.41853079199790955,0.5049832463264465,-0.03301408141851425,0.4695557951927185,0.4277508556842804,-0.019557205960154533,0.42179661989212036,0.3895328938961029,-0.05919935926795006,0.4372834265232086,0.496938556432724,-0.03254552185535431,0.4607866406440735,0.4982621669769287,-0.003602441865950823,0.5239323973655701,0.42518937587738037,-0.03730780631303787,0.4840776026248932,0.3934251666069031,-0.05536457523703575,0.4826177954673767,0.4681262969970703,-0.034395020455121994,0.4991069734096527,0.47597959637641907,-0.012538786046206951,Rock
0.5041763782501221,0.6466759443283081,-7.646967787877657e-07,0.42104825377464294,0.6308098435401917,-0.018177401274442673,0.3463515341281891,0.5730369091033936,-0.02932305447757244,0.3108386695384979,0.5069111585617065,-0.043586041778326035,0.3115270137786865,0.4402809143066406,-0.05073055252432823,0.39412039518356323,0.44306203722953796,0.0017098142998293042,0.34747815132141113,0.41101309657096863,-0.03829970955848694,0.37006160616874695,0.4924373924732208,-0.05527479946613312,0.39262092113494873,0.4998248517513275,-0.06234091520309448,0.4374005198478699,0.4285631477832794,-0.005461414810270071,0.38937875628471375,0.3905889391899109,-0.047939252108335495,0.4096374809741974,0.489310622215271,-0.04820431023836136,0.4332733452320099,0.48927122354507446,-0.03747691959142685,0.48467516899108887,0.4166531562805176,-0.020336562767624855,0.4373709559440613,0.3775685429573059,-0.0598016232252121,0.4521995782852173,0.47924038767814636,-0.035733651369810104,0.47483986616134644,0.4824633002281189,-0.009031741879880428,0.5389660596847534,0.4120692312717438,-0.03796839714050293,0.49819430708885193,0.37768644094467163,-0.05619359388947487,0.4963184595108032,0.4509069323539734,-0.036280177533626556,0.5122320652008057,0.46294742822647095,-0.015546150505542755,Rock
0.5103487968444824,0.6429282426834106,-7.784716444803053e-07,0.43017369508743286,0.6306232810020447,-0.01756977289915085,0.35310760140419006,0.5722044110298157,-0.02752414532005787,0.31953614950180054,0.5035869479179382,-0.03974215313792229,0.32244428992271423,0.43880197405815125,-0.04414750263094902,0.39782455563545227,0.4406907856464386,-0.0017836217302829027,0.35189682245254517,0.4142886698246002,-0.03995315730571747,0.3760805130004883,0.4988543689250946,-0.05442807450890541,0.39730536937713623,0.500277042388916,-0.060851920396089554,0.442950963973999,0.4272177815437317,-0.008283192291855812,0.3941439092159271,0.392650306224823,-0.051675084978342056,0.41516125202178955,0.4957139492034912,-0.05032021552324295,0.43783268332481384,0.4936675727367401,-0.03857256472110748,0.4903978109359741,0.41633790731430054,-0.021870767697691917,0.44286659359931946,0.381969690322876,-0.060639332979917526,0.4587332010269165,0.48646804690361023,-0.03509858250617981,0.4813452363014221,0.48632675409317017,-0.008100141771137714,0.5429587960243225,0.4107252359390259,-0.03811268135905266,0.5025671720504761,0.3844866454601288,-0.05579664558172226,0.5019957423210144,0.45787036418914795,-0.036715343594551086,0.518166720867157,0.46333077549934387,-0.01723172329366207,Rock
0.5090963840484619,0.640865683555603,-7.605935365972982e-07,0.4270179271697998,0.6283073425292969,-0.014945064671337605,0.35190507769584656,0.5734862089157104,-0.023760780692100525,0.31806012988090515,0.5080398321151733,-0.03526216000318527,0.3198871612548828,0.44565147161483765,-0.03891023248434067,0.39372575283050537,0.44562381505966187,0.0007870823610574007,0.3495679497718811,0.4220559597015381,-0.03728779777884483,0.37607407569885254,0.5042626857757568,-0.05251522734761238,0.39611607789993286,0.5033089518547058,-0.05948500335216522,0.43912243843078613,0.4320523142814636,-0.006537772249430418,0.39159703254699707,0.4009803831577301,-0.049343034625053406,0.4138354957103729,0.4993963837623596,-0.049082301557064056,0.43406930565834045,0.49414393305778503,-0.03852849453687668,0.4865254759788513,0.4200809597969055,-0.02065342292189598,0.43923765420913696,0.38703760504722595,-0.058006949722766876,0.4564647674560547,0.488224059343338,-0.033002033829689026,0.47769591212272644,0.4856133460998535,-0.006862208247184753,0.5386460423469543,0.4128892123699188,-0.0372624546289444,0.4987245202064514,0.38964778184890747,-0.053655460476875305,0.49945399165153503,0.46114856004714966,-0.03470572456717491,0.5154520869255066,0.4644072949886322,-0.01563415676355362,Rock
0.5097775459289551,0.6506508588790894,-7.571720743726473e-07,0.4287130832672119,0.6369661688804626,-0.01843213476240635,0.35369592905044556,0.5824103355407715,-0.027769623324275017,0.317971408367157,0.5148604512214661,-0.03902842476963997,0.31814873218536377,0.451915442943573,-0.04147583618760109,0.3932034373283386,0.45163360238075256,0.0008212911779992282,0.34905028343200684,0.42339247465133667,-0.03717496246099472,0.3759647011756897,0.5088761448860168,-0.0519329197704792,0.39548563957214355,0.5085339546203613,-0.058742739260196686,0.43917977809906006,0.43811318278312683,-0.0041517834179103374,0.3915117681026459,0.4047918915748596,-0.04725531488656998,0.4128122329711914,0.506168007850647,-0.046736206859350204,0.433071106672287,0.4981189966201782,-0.03592672944068909,0.4872429072856903,0.4278964102268219,-0.01637236215174198,0.4420378506183624,0.39357396960258484,-0.05395828187465668,0.4570774435997009,0.4955791234970093,-0.028361275792121887,0.4787609279155731,0.4896238446235657,-0.001632419298402965,0.5390946865081787,0.42283254861831665,-0.031459152698516846,0.5025128722190857,0.39857569336891174,-0.04756888374686241,0.5012258887290955,0.469451904296875,-0.028789769858121872,0.5171158909797668,0.4696078300476074,-0.009816526435315609,Rock
0.5387007594108582,0.6430960893630981,-5.17837406732724e-07,0.46962660551071167,0.6311969757080078,-0.042057234793901443,0.386758953332901,0.5726221203804016,-0.058560580015182495,0.341170072555542,0.5013781785964966,-0.07252635061740875,0.3701291084289551,0.4366697371006012,-0.07686430960893631,0.40663594007492065,0.4562617838382721,-0.0018530008383095264,0.3873692750930786,0.4293951988220215,-0.04296606034040451,0.4069506525993347,0.4993038475513458,-0.05782672390341759,0.4092559218406677,0.4869665503501892,-0.06389760971069336,0.45630496740341187,0.43128785490989685,0.002041672356426716,0.43358394503593445,0.3903622627258301,-0.04539966583251953,0.4556144177913666,0.49280717968940735,-0.044808536767959595,0.46229681372642517,0.4818750023841858,-0.02994878962635994,0.5074376463890076,0.4205346703529358,-0.005238544195890427,0.49088895320892334,0.3897671699523926,-0.05360785871744156,0.5026546120643616,0.48577648401260376,-0.03433309495449066,0.5070451498031616,0.48023277521133423,-0.006352144293487072,0.5605350136756897,0.41657403111457825,-0.016652528196573257,0.5429179072380066,0.38880467414855957,-0.03807961195707321,0.543631374835968,0.45384448766708374,-0.02287437580525875,0.5454489588737488,0.45950761437416077,-0.0041021197102963924,Rock
0.5674434304237366,0.647678017616272,-5.301116061673383e-07,0.4985329508781433,0.642269492149353,-0.04703523963689804,0.4113335609436035,0.5867133736610413,-0.06545143574476242,0.35896265506744385,0.5144100785255432,-0.08084432035684586,0.3885467052459717,0.4477541446685791,-0.08509126305580139,0.42436978220939636,0.46332257986068726,-0.0034094529692083597,0.4043857157230377,0.4304402470588684,-0.04512133076786995,0.4288104474544525,0.5040766000747681,-0.057956796139478683,0.43018269538879395,0.4930560886859894,-0.06232311204075813,0.47447678446769714,0.43419501185417175,0.002751091495156288,0.4521363079547882,0.3944713771343231,-0.04560144245624542,0.47884252667427063,0.49958717823028564,-0.04364907369017601,0.48027747869491577,0.48306846618652344,-0.027404101565480232,0.5260547399520874,0.41776663064956665,-0.003119263332337141,0.5092836618423462,0.3882938623428345,-0.052399709820747375,0.5250744223594666,0.4859645962715149,-0.03225260227918625,0.5268020033836365,0.4750255048274994,-0.0034384471364319324,0.5793070793151855,0.40745314955711365,-0.01368698664009571,0.5611456036567688,0.3799009919166565,-0.03555286303162575,0.5661722421646118,0.44429343938827515,-0.020705364644527435,0.5696064829826355,0.44550809264183044,-0.0019753731321543455,Rock
0.6054890155792236,0.6442209482192993,-4.92645199301478e-07,0.5322384238243103,0.631572961807251,-0.04035262018442154,0.4528636336326599,0.5725704431533813,-0.056514691561460495,0.40985408425331116,0.49627041816711426,-0.07166452705860138,0.4416685104370117,0.4390351474285126,-0.07816831767559052,0.47810646891593933,0.4536709785461426,0.00540899345651269,0.4595625400543213,0.42172878980636597,-0.03293057531118393,0.4758960008621216,0.4892994463443756,-0.04790658503770828,0.4807532727718353,0.49203938245773315,-0.05333011597394943,0.5253790020942688,0.43248528242111206,0.008227684535086155,0.5049822926521301,0.39065036177635193,-0.034881606698036194,0.524355411529541,0.4900118410587311,-0.035294100642204285,0.5331659317016602,0.48820027709007263,-0.021376458927989006,0.5746161937713623,0.4255228042602539,-0.00010595793719403446,0.5608286261558533,0.38824304938316345,-0.04451198875904083,0.5703465342521667,0.4800364077091217,-0.025787783786654472,0.5768296718597412,0.4828861653804779,0.0015148880193009973,0.6271666288375854,0.4282914102077484,-0.012662629596889019,0.6087471842765808,0.39561429619789124,-0.030584311112761497,0.6081708669662476,0.4576835632324219,-0.013306655921041965,0.6117057800292969,0.4685891270637512,0.006893407553434372,Rock
0.613463819026947,0.6431031823158264,-5.016100885768537e-07,0.5412098169326782,0.6284385919570923,-0.03730495646595955,0.46575960516929626,0.5659866333007812,-0.05252891033887863,0.427654504776001,0.4879434406757355,-0.06712924689054489,0.4593150317668915,0.4291878640651703,-0.07311835885047913,0.4945443570613861,0.45271944999694824,0.0032378672622144222,0.474582701921463,0.41125616431236267,-0.03741202503442764,0.48688653111457825,0.4884835481643677,-0.05376800522208214,0.49361106753349304,0.4932267665863037,-0.060270361602306366,0.5434388518333435,0.43730390071868896,0.0039759171195328236,0.5278265476226807,0.38428017497062683,-0.04130670428276062,0.5381662845611572,0.4881109297275543,-0.04314000532031059,0.5456289052963257,0.4862957000732422,-0.03083486109972,0.5926647186279297,0.43599557876586914,-0.005914376582950354,0.5852197408676147,0.3858007788658142,-0.05219662934541702,0.58648681640625,0.48264598846435547,-0.03456876426935196,0.5892854332923889,0.48751452565193176,-0.008530868217349052,0.6429256200790405,0.4427216649055481,-0.019774802029132843,0.6374146342277527,0.4031839966773987,-0.0414864718914032,0.6316511034965515,0.46845778822898865,-0.026936519891023636,0.6300193071365356,0.4815976321697235,-0.008746924810111523,Rock
